Event #0 ----------------------
  t1[ns]  u1[mV]  t2[ns] u2[mV]
105.859   412.6 105.859   379.7
106.055   368.0 106.055   325.6
106.250   335.1 106.250   289.3
106.445   277.8 106.445   222.6
106.641   245.5 106.641   191.0
106.836   161.2 106.836   103.6
107.031   124.1 107.031    64.6
107.227    35.1 107.227   -25.9
107.422     1.2 107.422   -59.6
107.617   -85.0 107.617  -142.4
107.812  -140.4 107.812  -197.0
108.008  -211.7 108.008  -263.9
108.203  -245.9 108.203  -292.1
108.398  -306.9 108.398  -349.7
108.594  -345.6 108.594  -381.5
108.789  -403.4 108.789  -429.7
108.984  -415.2 108.984  -442.0
109.180  -459.3 109.180  -477.8
109.375  -477.6 109.375  -490.7
109.570  -497.7 109.570  -499.9
109.766  -498.6 109.766  -499.9
109.961  -499.9 109.961  -499.9
110.156  -499.9 110.156  -487.0
110.352  -488.7 110.352  -462.7
110.547  -475.2 110.547  -445.8
110.742  -437.4 110.742  -401.0
110.938  -403.3 110.938  -361.1
111.133  -355.5 111.133  -305.6
111.328  -327.0 111.328  -272.7
111.523  -257.7 111.523  -198.2
111.719  -206.1 111.719  -149.3
111.914  -125.5 111.914   -62.0
112.109   -83.5 112.109   -30.2
112.305   -17.4 112.305    43.1
112.500    46.0 112.500    97.1
112.695   115.6 112.695   168.9
112.891   150.0 112.891   196.5
113.086   224.7 113.086   272.4
113.281   267.4 113.281   311.9
113.477   320.3 113.477   352.3
113.672   344.6 113.672   373.3
113.867   392.9 113.867   420.5
114.062   421.9 114.062   442.4
114.258   448.6 114.258   463.6
114.453   464.9 114.453   471.8
114.648   476.1 114.648   479.6
114.844   483.1 114.844   482.7
115.039   484.6 115.039   473.5
115.234   479.7 115.234   465.7
115.430   462.8 115.430   440.6
115.625   450.2 115.625   422.9
115.820   412.7 115.820   375.3
116.016   397.1 116.016   356.2
116.211   343.2 116.211   296.6
116.406   311.4 116.406   261.5
116.602   242.2 116.602   186.8
116.797   208.4 116.797   154.0
116.992   132.1 116.992    68.5
117.188    81.3 117.188    22.1
117.383    -0.6 117.383   -66.0
117.578   -37.7 117.578   -88.8
117.773  -115.6 117.773  -174.1
117.969  -164.3 117.969  -211.4
118.164  -243.4 118.164  -288.0
118.359  -272.4 118.359  -313.5
118.555  -335.9 118.555  -373.5
118.750  -364.7 118.750  -398.9
118.945  -420.2 118.945  -447.2
119.141  -434.4 119.141  -458.5
119.336  -470.9 119.336  -488.2
119.531  -490.6 119.531  -498.0
119.727  -499.9 119.727  -499.9
119.922  -499.9 119.922  -499.9
120.117  -499.9 120.117  -494.1
120.312  -499.6 120.312  -480.7
120.508  -477.5 120.508  -448.1
120.703  -457.6 120.703  -425.9
120.898  -410.6 120.898  -368.9
121.094  -382.3 121.094  -335.1
121.289  -324.2 121.289  -271.7
121.484  -294.6 121.484  -240.8
121.680  -217.1 121.680  -165.7
121.875  -173.0 121.875  -112.3
122.070   -97.8 122.070   -38.5
122.266   -56.4 122.266     1.2
122.461    32.7 122.461    84.4
122.656    71.5 122.656   127.0
122.852   157.2 122.852   206.9
123.047   190.9 123.047   232.9
123.242   256.9 123.242   299.2
123.438   292.2 123.438   328.4
123.633   349.9 123.633   383.8
123.828   373.6 123.828   403.3
124.023   417.0 124.023   433.5
124.219   438.5 124.219   452.3
124.414   462.8 124.414   472.9
124.609   471.9 124.609   479.1
124.805   481.9 124.805   481.5
125.000   486.3 125.000   480.6
125.195   480.5 125.195   466.1
125.391   474.6 125.391   457.3
125.586   452.9 125.586   422.9
125.781   433.0 125.781   402.0
125.977   386.2 125.977   343.9
126.172   369.7 126.172   325.1
126.367   313.3 126.367   258.8
126.562   271.3 126.562   219.9
126.758   188.0 126.758   133.9
126.953   162.8 126.953   107.9
127.148    88.7 127.148    30.1
127.344    45.2 127.344   -15.3
127.539   -55.4 127.539  -106.9
127.734   -91.8 127.734  -146.8
127.930  -160.3 127.930  -216.8
128.125  -201.6 128.125  -251.8
128.320  -271.2 128.320  -322.8
128.516  -309.0 128.516  -346.2
128.711  -371.9 128.711  -406.7
128.906  -395.4 128.906  -427.2
129.102  -441.9 129.102  -467.3
129.297  -456.5 129.297  -475.0
129.492  -483.3 129.492  -498.4
129.688  -496.6 129.688  -499.9
129.883  -499.9 129.883  -499.9
130.078  -499.9 130.078  -496.0
130.273  -498.6 130.273  -479.9
130.469  -486.9 130.469  -458.5
130.664  -458.4 130.664  -421.2
130.859  -437.7 130.859  -402.2
131.055  -386.0 131.055  -344.8
131.250  -355.5 131.250  -309.3
131.445  -287.5 131.445  -239.4
131.641  -251.2 131.641  -195.4
131.836  -176.0 131.836  -115.5
132.031  -130.6 132.031   -73.1
132.227   -35.0 132.227    19.2
132.422    -4.8 132.422    53.5
132.617    75.1 132.617   133.6
132.812   135.8 132.812   180.9
133.008   190.9 133.008   237.9
133.203   233.3 133.203   270.0
133.398   291.3 133.398   328.4
133.594   328.7 133.594   358.7
133.789   379.3 133.789   405.6
133.984   399.5 133.984   422.9
134.180   432.8 134.180   450.8
134.375   454.8 134.375   467.1
134.570   472.5 134.570   478.5
134.766   476.6 134.766   480.1
134.961   483.8 134.961   477.9
135.156   484.0 135.156   472.5
135.352   472.6 135.352   450.8
135.547   463.5 135.547   439.0
135.742   436.1 135.742   401.7
135.938   407.7 135.938   370.6
136.133   358.2 136.133   312.6
136.328   328.3 136.328   285.8
136.523   262.0 136.523   206.5
136.719   223.9 136.719   164.5
136.914   133.0 136.914    77.6
137.109   106.9 137.109    46.5
137.305    33.1 137.305   -28.7
137.500   -21.7 137.500   -78.9
137.695   -98.0 137.695  -158.3
137.891  -144.2 137.891  -195.0
138.086  -214.0 138.086  -267.1
138.281  -260.0 138.281  -308.1
138.477  -331.9 138.477  -370.0
138.672  -359.2 138.672  -390.7
138.867  -409.9 138.867  -434.7
139.062  -436.5 139.062  -458.0
139.258  -473.9 139.258  -489.0
139.453  -482.9 139.453  -491.0
139.648  -499.9 139.648  -499.9
139.844  -499.9 139.844  -499.9
140.039  -499.9 140.039  -496.1
140.234  -499.9 140.234  -483.6
140.430  -482.7 140.430  -455.0
140.625  -461.3 140.625  -425.6
140.820  -424.9 140.820  -382.9
141.016  -397.2 141.016  -353.6
141.211  -338.1 141.211  -290.4
141.406  -303.8 141.406  -250.6
141.602  -227.3 141.602  -169.6
141.797  -195.5 141.797  -133.6
141.992  -110.1 141.992   -48.6
142.188   -58.8 142.188     1.5
142.383    20.0 142.383    77.0
142.578    52.9 142.578   107.8
142.773   139.7 142.773   190.7
142.969   181.6 142.969   231.9
143.164   255.5 143.164   298.9
143.359   280.5 143.359   324.7
143.555   341.5 143.555   370.4
143.750   367.5 143.750   400.0
143.945   410.3 143.945   431.0
144.141   430.3 144.141   448.3
144.336   458.6 144.336   470.5
144.531   471.7 144.531   477.9
144.727   483.2 144.727   480.9
144.922   486.7 144.922   481.3
145.117   482.0 145.117   468.7
145.312   476.3 145.312   458.8
145.508   453.6 145.508   425.0
145.703   440.7 145.703   410.7
145.898   401.9 145.898   363.5
146.094   368.3 146.094   327.4
146.289   315.8 146.289   265.8
146.484   286.6 146.484   236.7
146.680   212.8 146.680   160.8
146.875   180.0 146.875   120.1
147.070    91.5 147.070    33.6
147.266    56.3 147.266    -3.2
147.461   -33.8 147.461   -90.5
147.656   -86.7 147.656  -141.7
147.852  -161.3 147.852  -220.5
148.047  -201.8 148.047  -239.9
148.242  -270.6 148.242  -320.8
148.438  -305.6 148.438  -347.7
148.633  -374.0 148.633  -406.6
148.828  -393.8 148.828  -424.1
149.023  -440.3 149.023  -462.7
149.219  -462.4 149.219  -476.7
149.414  -490.4 149.414  -499.9
149.609  -494.6 149.609  -499.1
149.805  -499.9 149.805  -499.9
150.000  -499.9 150.000  -495.0
150.195  -499.2 150.195  -479.0
150.391  -489.9 150.391  -464.5
150.586  -458.3 150.586  -421.3
150.781  -429.8 150.781  -387.8
150.977  -380.1 150.977  -333.2
151.172  -354.9 151.172  -306.1
151.367  -298.2 151.367  -242.4
151.562  -246.1 151.562  -188.0
151.758  -168.9 151.758  -110.6
151.953  -123.0 151.953   -66.5
152.148   -45.8 152.148    16.5
152.344    20.0 152.344    73.9
152.539    83.9 152.539   137.2
152.734   125.7 152.734   179.1
152.930   193.3 152.930   243.6
153.125   233.6 153.125   273.7
153.320   298.4 153.320   334.6
153.516   322.0 153.516   355.4
153.711   367.4 153.711   397.5
153.906   398.5 153.906   424.6
154.102   439.4 154.102   451.5
154.297   449.8 154.297   464.1
154.492   474.5 154.492   480.9
154.688   480.2 154.688   483.7
154.883   485.9 154.883   480.5
155.078   484.7 155.078   474.8
155.273   475.5 155.273   456.0
155.469   461.8 155.469   437.8
155.664   428.1 155.664   392.0
155.859   414.2 155.859   379.9
156.055   364.0 156.055   318.3
156.250   341.5 156.250   292.5
156.445   271.3 156.445   213.6
156.641   235.1 156.641   180.3
156.836   155.5 156.836    97.4
157.031   113.5 157.031    51.5
157.227    26.0 157.227   -38.3
157.422     1.1 157.422   -53.7
157.617   -83.8 157.617  -144.4
157.812  -125.9 157.812  -183.4
158.008  -214.8 158.008  -270.9
158.203  -247.9 158.203  -291.0
158.398  -312.0 158.398  -354.1
158.594  -350.0 158.594  -384.1
158.789  -402.5 158.789  -432.3
158.984  -422.6 158.984  -448.0
159.180  -465.9 159.180  -483.3
159.375  -479.4 159.375  -493.8
159.570  -499.9 159.570  -499.9
159.766  -499.9 159.766  -499.9
159.961  -499.9 159.961  -499.2
160.156  -499.9 160.156  -487.0
160.352  -487.0 160.352  -459.0
160.547  -473.5 160.547  -440.3
160.742  -440.7 160.742  -405.1
160.938  -408.2 160.938  -366.7
161.133  -354.7 161.133  -304.2
161.328  -319.2 161.328  -271.1
161.523  -256.0 161.523  -195.6
161.719  -212.5 161.719  -151.8
161.914  -125.1 161.914   -64.1
162.109   -85.4 162.109   -22.5
162.305     4.7 162.305    59.9
162.500    48.7 162.500   106.5
162.695   122.4 162.695   177.6
162.891   156.8 162.891   206.2
163.086   228.8 163.086   273.7
163.281   274.6 163.281   313.1
163.477   327.2 163.477   358.5
163.672   350.3 163.672   382.5
163.867   404.3 163.867   427.1
164.062   423.9 164.062   443.0
164.258   451.7 164.258   464.2
164.453   462.9 164.453   473.8
164.648   478.1 164.648   481.2
164.844   485.2 164.844   483.4
165.039   483.8 165.039   469.5
165.234   478.1 165.234   464.3
165.430   459.6 165.430   434.3
165.625   446.4 165.625   417.8
165.820   409.3 165.820   371.4
166.016   388.3 166.016   349.4
166.211   336.3 166.211   283.7
166.406   303.0 166.406   253.7
166.602   222.8 166.602   165.9
166.797   198.0 166.797   141.9
166.992   109.6 166.992    47.8
167.188    70.6 167.188    10.6
167.383    -2.5 167.383   -67.7
167.578   -54.8 167.578  -108.0
167.773  -127.4 167.773  -188.6
167.969  -181.4 167.969  -229.9
168.164  -252.5 168.164  -297.6
168.359  -283.9 168.359  -327.5
168.555  -343.2 168.555  -387.4
168.750  -382.8 168.750  -414.7
168.945  -425.8 168.945  -450.8
169.141  -440.1 169.141  -463.2
169.336  -477.7 169.336  -493.4
169.531  -490.5 169.531  -499.4
169.727  -499.9 169.727  -499.9
169.922  -499.9 169.922  -499.0
170.117  -499.9 170.117  -489.3
170.312  -495.3 170.312  -472.3
170.508  -471.4 170.508  -438.2
170.703  -449.5 170.703  -413.6
170.898  -407.0 170.898  -363.9
171.094  -376.0 171.094  -332.0
171.289  -314.9 171.289  -263.8
171.484  -278.0 171.484  -225.3
171.680  -200.4 171.680  -141.4
171.875  -157.2 171.875  -100.6
172.070   -80.7 172.070   -24.7
172.266   -32.6 172.266    23.0
172.461    44.0 172.461    95.1
172.656    90.8 172.656   148.7
172.852   172.7 172.852   220.6
173.047   199.5 173.047   247.7
173.242   274.7 173.242   311.9
173.438   304.5 173.438   341.5
173.633   362.0 173.633   395.0
173.828   385.1 173.828   409.4
174.023   425.3 174.023   443.5
174.219   447.8 174.219   461.6
174.414   468.5 174.414   475.3
174.609   475.4 174.609   479.3
174.805   482.9 174.805   480.2
175.000   486.2 175.000   478.2
175.195   476.8 175.195   457.3
175.391   470.5 175.391   449.4
175.586   447.0 175.586   415.8
175.781   427.5 175.781   392.3
175.977   379.6 175.977   333.4
176.172   348.9 176.172   308.1
176.367   292.3 176.367   240.2
176.562   248.8 176.562   192.2
176.758   178.2 176.758   114.0
176.953   146.5 176.953    88.1
177.148    65.7 177.148     1.1
177.344    16.1 177.344   -48.3
177.539   -76.2 177.539  -134.8
177.734  -105.0 177.734  -161.1
177.930  -185.0 177.930  -241.8
178.125  -230.3 178.125  -281.8
178.320  -298.2 178.320  -346.4
178.516  -320.7 178.516  -361.0
178.711  -385.7 178.711  -415.3
178.906  -407.7 178.906  -438.8
179.102  -448.3 179.102  -471.3
179.297  -467.0 179.297  -484.1
179.492  -478.6 179.492  -487.3
179.688  -487.1 179.688  -489.5
179.883  -499.9 179.883  -499.9
180.078  -499.9 180.078  -492.7
180.273  -495.3 180.273  -470.6
180.469  -475.5 180.469  -447.9
180.664  -441.7 180.664  -406.7
180.859  -419.6 180.859  -381.1
181.055  -365.8 181.055  -316.0
181.250  -322.5 181.250  -271.0
181.445  -262.2 181.445  -208.8
181.641  -223.7 181.641  -169.7
181.836  -147.7 181.836   -86.9
182.031  -105.0 182.031   -46.9
182.227   -17.2 182.227    44.9
182.422    24.7 182.422    73.3
182.617    95.3 182.617   145.2
182.812   146.1 182.812   199.4
183.008   222.0 183.008   272.0
183.203   254.1 183.203   291.9
183.398   309.7 183.398   346.3
183.594   349.5 183.594   378.9
183.789   390.0 183.789   418.1
183.984   413.3 183.984   435.5
184.180   445.0 184.180   460.5
184.375   461.6 184.375   473.2
184.570   475.8 184.570   479.0
184.766   481.2 184.766   483.6
184.961   483.2 184.961   474.9
185.156   481.6 185.156   469.4
185.352   468.7 185.352   446.2
185.547   457.9 185.547   433.1
185.742   423.4 185.742   387.0
185.938   401.6 185.938   362.8
186.133   347.3 186.133   297.7
186.328   317.3 186.328   266.7
186.523   251.8 186.523   191.9
186.719   219.6 186.719   162.6
186.914   124.1 186.914    64.0
187.109    69.0 187.109    13.4
187.305    18.1 187.305   -47.4
187.500   -44.3 187.500  -102.2
187.695  -116.1 187.695  -176.8
187.891  -189.0 187.891  -241.9
188.086  -233.9 188.086  -285.0
188.281  -273.1 188.281  -314.4
188.477  -351.4 188.477  -388.6
188.672  -376.2 188.672  -406.2
188.867  -421.9 188.867  -452.2
189.062  -440.7 189.062  -458.5
189.258  -467.6 189.258  -485.0
189.453  -484.8 189.453  -494.9
189.648  -499.9 189.648  -499.9
189.844  -499.9 189.844  -499.9
190.039  -499.9 190.039  -494.6
190.234  -499.8 190.234  -478.6
190.430  -477.4 190.430  -448.4
190.625  -461.5 190.625  -429.4
190.820  -428.9 190.820  -387.3
191.016  -391.6 191.016  -347.5
191.211  -337.1 191.211  -285.1
191.406  -298.4 191.406  -244.7
191.602  -247.8 191.602  -191.2
191.797  -196.0 191.797  -141.3
191.992  -132.1 191.992   -64.8
192.188   -78.8 192.188   -24.3
192.383    -8.3 192.383    50.8
192.578    53.5 192.578   110.2
192.773   124.3 192.773   178.6
192.969   165.0 192.969   215.3
193.164   239.8 193.164   278.3
193.359   283.3 193.359   324.1
193.555   335.6 193.555   364.1
193.750   361.8 193.750   389.5
193.945   400.4 193.945   425.5
194.141   430.4 194.141   450.7
194.336   459.5 194.336   469.3
194.531   468.4 194.531   476.6
194.727   482.9 194.727   481.6
194.922   485.0 194.922   482.9
195.117   483.3 195.117   471.1
195.312   476.9 195.312   461.1
195.508   460.5 195.508   434.6
195.703   444.7 195.703   416.6
195.898   408.0 195.898   369.6
196.094   378.9 196.094   341.0
196.289   333.1 196.289   280.1
196.484   295.4 196.484   240.4
196.680   238.4 196.680   174.5
196.875   187.1 196.875   128.4
197.070   119.1 197.070    56.5
197.266    64.1 197.266     4.0
197.461   -17.6 197.461   -80.2
197.656   -69.1 197.656  -125.1
197.852  -139.2 197.852  -197.6
198.047  -196.5 198.047  -246.8
198.242  -258.3 198.242  -312.0
198.438  -294.7 198.438  -333.9
198.633  -345.8 198.633  -385.3
198.828  -392.1 198.828  -421.5
199.023  -442.2 199.023  -471.9
199.219  -470.2 199.219  -484.7
199.414  -493.5 199.414  -499.9
199.609  -499.9 199.609  -499.9
199.805  -499.9 199.805  -499.9
Event #4 ----------------------
  t1[ns]  u1[mV]  t2[ns] u2[mV]
  0.000  -474.2   0.000  -445.2
  0.195  -445.2   0.195  -416.2
  0.391  -403.9   0.391  -359.9
  0.586  -378.9   0.586  -329.3
  0.781  -315.7   0.781  -262.8
  0.977  -265.5   0.977  -208.8
  1.172  -202.2   1.172  -141.2
  1.367  -160.2   1.367  -102.0
  1.562   -79.1   1.562   -23.2
  1.758   -36.6   1.758    21.0
  1.953    51.1   1.953   105.6
  2.148    82.5   2.148   140.9
  2.344   164.3   2.344   216.3
  2.539   209.3   2.539   257.2
  2.734   273.0   2.734   314.3
  2.930   296.0   2.930   334.5
  3.125   359.6   3.125   389.1
  3.320   386.1   3.320   413.4
  3.516   428.3   3.516   447.5
  3.711   440.9   3.711   460.2
  3.906   467.4   3.906   475.0
  4.102   476.4   4.102   483.0
  4.297   485.0   4.297   481.1
  4.492   486.0   4.492   479.7
  4.688   479.0   4.688   461.6
  4.883   468.6   4.883   446.9
  5.078   442.7   5.078   410.7
  5.273   429.8   5.273   397.5
  5.469   382.9   5.469   341.9
  5.664   352.2   5.664   311.6
  5.859   288.2   5.859   235.6
  6.055   258.3   6.055   208.1
  6.250   188.4   6.250   132.1
  6.445   134.2   6.445    77.8
  6.641    62.7   6.641    -1.2
  6.836    24.6   6.836   -33.9
  7.031   -62.1   7.031  -116.2
  7.227   -97.0   7.227  -155.8
  7.422  -185.8   7.422  -236.0
  7.617  -216.0   7.617  -266.8
  7.812  -293.3   7.812  -335.2
  8.008  -332.6   8.008  -370.4
  8.203  -386.5   8.203  -423.0
  8.398  -411.2   8.398  -430.7
  8.594  -451.2   8.594  -476.5
  8.789  -466.6   8.789  -483.9
  8.984  -495.5   8.984  -499.9
  9.180  -499.2   9.180  -499.9
  9.375  -499.9   9.375  -499.9
  9.570  -499.9   9.570  -493.2
  9.766  -491.4   9.766  -469.4
  9.961  -480.0   9.961  -451.5
 10.156  -444.5  10.156  -407.7
 10.352  -413.5  10.352  -371.4
 10.547  -359.8  10.547  -312.2
 10.742  -334.0  10.742  -285.7
 10.938  -265.0  10.938  -202.5
 11.133  -210.1  11.133  -150.4
 11.328  -135.1  11.328   -73.7
 11.523  -101.1  11.523   -44.6
 11.719   -30.2  11.719    29.6
 11.914    29.8  11.914    86.0
 12.109   110.6  12.109   160.2
 12.305   152.9  12.305   199.2
 12.500   217.9  12.500   267.8
 12.695   272.4  12.695   310.6
 12.891   320.4  12.891   354.6
 13.086   349.8  13.086   382.2
 13.281   392.7  13.281   418.7
 13.477   416.2  13.477   433.9
 13.672   449.6  13.672   461.5
 13.867   459.0  13.867   468.5
 14.062   472.5  14.062   478.8
 14.258   482.6  14.258   484.3
 14.453   485.5  14.453   474.4
 14.648   482.0  14.648   470.0
 14.844   466.8  14.844   443.9
 15.039   453.5  15.039   427.5
 15.234   421.8  15.234   385.2
 15.430   399.2  15.430   361.3
 15.625   349.4  15.625   302.1
 15.820   305.3  15.820   258.4
 16.016   235.3  16.016   175.0
 16.211   208.5  16.211   154.3
 16.406   129.3  16.406    66.9
 16.602    94.0  16.602    32.4
 16.797     6.5  16.797   -59.0
 16.992   -34.8  16.992   -93.8
 17.188  -122.2  17.188  -176.7
 17.383  -163.3  17.383  -218.6
 17.578  -243.8  17.578  -295.3
 17.773  -264.0  17.773  -305.5
 17.969  -329.8  17.969  -373.0
 18.164  -361.1  18.164  -397.3
 18.359  -421.2  18.359  -452.0
 18.555  -439.7  18.555  -459.0
 18.750  -470.9  18.750  -487.8
 18.945  -485.3  18.945  -495.0
 19.141  -499.9  19.141  -499.9
 19.336  -499.9  19.336  -499.9
 19.531  -499.9  19.531  -493.3
 19.727  -497.7  19.727  -479.1
 19.922  -479.2  19.922  -448.8
 20.117  -461.0  20.117  -431.0
 20.312  -414.0  20.312  -374.0
 20.508  -385.7  20.508  -341.3
 20.703  -325.4  20.703  -271.3
 20.898  -295.8  20.898  -237.4
 21.094  -228.2  21.094  -172.0
 21.289  -179.4  21.289  -118.2
 21.484  -100.2  21.484   -39.8
 21.680   -55.1  21.680    -2.9
 21.875    18.4  21.875    79.5
 22.070    65.8  22.070   122.1
 22.266   150.4  22.266   200.3
 22.461   184.8  22.461   236.2
 22.656   259.1  22.656   298.7
 22.852   293.9  22.852   333.1
 23.047   345.9  23.047   379.7
 23.242   368.8  23.242   396.8
 23.438   412.6  23.438   433.5
 23.633   437.6  23.633   453.1
 23.828   460.6  23.828   470.4
 24.023   469.5  24.023   478.0
 24.219   482.8  24.219   481.9
 24.414   485.0  24.414   480.8
 24.609   479.9  24.609   466.2
 24.805   476.2  24.805   459.1
 25.000   455.9  25.000   426.4
 25.195   434.7  25.195   401.1
 25.391   386.3  25.391   346.6
